,probabilities,classification,prev_phone,next_phone,consonant,file,training
2793,0.0020802514627575874,r,i,a,t,f21ita1,no
2789,0.0036784005351364613,l,i,a,t,f21ita1,no
2787,0.03453345224261284,j,i,a,t,f21ita1,no
2798,0.013457458466291428,w,i,a,t,f21ita1,no
2815,0.02698090858757496,p,i,i,t,f21iti2,no
2818,0.1365669071674347,t,i,i,t,f21iti2,no
2819,0.06587087363004684,tʃ,i,i,t,f21iti2,no
2811,0.12289176136255264,k,i,i,t,f21iti2,no
2806,0.01047926489263773,b,i,i,t,f21iti2,no
2807,0.13741552829742432,d,i,i,t,f21iti2,no
2808,0.04783205687999725,dʒ,i,i,t,f21iti2,no
2825,0.0036026951856911182,ɡ,i,i,t,f21iti2,no
2809,0.025049302726984024,f,i,i,t,f21iti2,no
2828,0.0070848832838237286,θ,i,i,t,f21iti2,no
2817,0.051398079842329025,s,i,i,t,f21iti2,no
2826,0.022791370749473572,ʃ,i,i,t,f21iti2,no
2820,0.029631052166223526,v,i,i,t,f21iti2,no
2823,0.0036214112769812346,ð,i,i,t,f21iti2,no
2822,0.03289734572172165,z,i,i,t,f21iti2,no
2827,0.0005165793700143695,ʒ,i,i,t,f21iti2,no
2813,0.021165749058127403,m,i,i,t,f21iti2,no
2814,0.12604855000972748,n,i,i,t,f21iti2,no
2824,0.04689667746424675,ŋ,i,i,t,f21iti2,no
2816,0.0024192179553210735,r,i,i,t,f21iti2,no
2812,0.0075627281330525875,l,i,i,t,f21iti2,no
2810,0.06613396108150482,j,i,i,t,f21iti2,no
2821,0.005143046844750643,w,i,i,t,f21iti2,no
3505,0.018616052344441414,p,a,a,t,f7ata1,no
3508,0.06727457046508789,t,a,a,t,f7ata1,no
3509,0.0013810223899781704,tʃ,a,a,t,f7ata1,no
3501,0.06767729669809341,k,a,a,t,f7ata1,no
3496,0.004785312805324793,b,a,a,t,f7ata1,no
3497,0.03167799860239029,d,a,a,t,f7ata1,no
3498,0.0016746730543673038,dʒ,a,a,t,f7ata1,no
3515,0.0012225090758875012,ɡ,a,a,t,f7ata1,no
3499,0.022077085450291634,f,a,a,t,f7ata1,no
3518,0.011883755214512348,θ,a,a,t,f7ata1,no
3507,0.19864705204963684,s,a,a,t,f7ata1,no
3516,0.002113279653713107,ʃ,a,a,t,f7ata1,no
3510,0.008331988006830215,v,a,a,t,f7ata1,no
3513,0.003109458601102233,ð,a,a,t,f7ata1,no
3512,0.0067499722354114056,z,a,a,t,f7ata1,no
3517,2.176075440729619e-06,ʒ,a,a,t,f7ata1,no
3503,0.2179536521434784,m,a,a,t,f7ata1,no
3504,0.3095487654209137,n,a,a,t,f7ata1,no
3514,0.01919746585190296,ŋ,a,a,t,f7ata1,no
3506,0.0019818847067654133,r,a,a,t,f7ata1,no
3502,0.0031739668920636177,l,a,a,t,f7ata1,no
3500,0.0002788769779726863,j,a,a,t,f7ata1,no
3511,0.0006412093644030392,w,a,a,t,f7ata1,no
4287,0.03252434358000755,p,u,i,t,f7uti2,no
4290,0.16097374260425568,t,u,i,t,f7uti2,no
4291,0.0713202953338623,tʃ,u,i,t,f7uti2,no
4283,0.1546085774898529,k,u,i,t,f7uti2,no
4278,0.01760018803179264,b,u,i,t,f7uti2,no
4279,0.05228172242641449,d,u,i,t,f7uti2,no
4280,0.05325732380151749,dʒ,u,i,t,f7uti2,no
4297,0.009830576367676258,ɡ,u,i,t,f7uti2,no
4281,0.021271921694278717,f,u,i,t,f7uti2,no
4300,0.011525649577379227,θ,u,i,t,f7uti2,no
4289,0.12882110476493835,s,u,i,t,f7uti2,no
4298,0.03249393776059151,ʃ,u,i,t,f7uti2,no
4292,0.0229001697152853,v,u,i,t,f7uti2,no
4295,0.013255610130727291,ð,u,i,t,f7uti2,no
4294,0.046646762639284134,z,u,i,t,f7uti2,no
4299,0.0003792010247707367,ʒ,u,i,t,f7uti2,no
4285,0.026289166882634163,m,u,i,t,f7uti2,no
4286,0.05836553871631622,n,u,i,t,f7uti2,no
4296,0.014227263629436493,ŋ,u,i,t,f7uti2,no
4288,0.005891730543226004,r,u,i,t,f7uti2,no
4284,0.022632436826825142,l,u,i,t,f7uti2,no
4282,0.028236232697963715,j,u,i,t,f7uti2,no
4293,0.014666431583464146,w,u,i,t,f7uti2,no
5092,0.022724421694874763,p,i,u,t,m14itu1,no
5095,0.13362160325050354,t,i,u,t,m14itu1,no
5096,0.06638477742671967,tʃ,i,u,t,m14itu1,no
5088,0.05691644176840782,k,i,u,t,m14itu1,no
5083,0.016110636293888092,b,i,u,t,m14itu1,no
5084,0.1450059711933136,d,i,u,t,m14itu1,no
5085,0.06311831623315811,dʒ,i,u,t,m14itu1,no
5102,0.002887394977733493,ɡ,i,u,t,m14itu1,no
5086,0.024455849081277847,f,i,u,t,m14itu1,no
5105,0.004543572664260864,θ,i,u,t,m14itu1,no
5094,0.02889631874859333,s,i,u,t,m14itu1,no
5103,0.06757591664791107,ʃ,i,u,t,m14itu1,no
5097,0.032549139112234116,v,i,u,t,m14itu1,no
5100,0.0034910503309220076,ð,i,u,t,m14itu1,no
5099,0.09494449943304062,z,i,u,t,m14itu1,no
5104,0.006663089618086815,ʒ,i,u,t,m14itu1,no
5090,0.01512601412832737,m,i,u,t,m14itu1,no
5091,0.07994180172681808,n,i,u,t,m14itu1,no
5101,0.017644843086600304,ŋ,i,u,t,m14itu1,no
5093,0.001638683839701116,r,i,u,t,m14itu1,no
5089,0.003476576181128621,l,i,u,t,m14itu1,no
5087,0.03191191330552101,j,i,u,t,m14itu1,no
5098,0.08037109673023224,w,i,u,t,m14itu1,no
5115,0.051063984632492065,p,i,u,t,m14itu2,no
5118,0.10638555884361267,t,i,u,t,m14itu2,no
5119,0.05641362443566322,tʃ,i,u,t,m14itu2,no
5111,0.08500435203313828,k,i,u,t,m14itu2,no
5106,0.024783989414572716,b,i,u,t,m14itu2,no
5107,0.22236399352550507,d,i,u,t,m14itu2,no
5108,0.04829753190279007,dʒ,i,u,t,m14itu2,no
5125,0.00752289080992341,ɡ,i,u,t,m14itu2,no
5109,0.035679880529642105,f,i,u,t,m14itu2,no
5128,0.0031540612690150738,θ,i,u,t,m14itu2,no
5117,0.01789846271276474,s,i,u,t,m14itu2,no
5126,0.01649721898138523,ʃ,i,u,t,m14itu2,no
5120,0.03522438555955887,v,i,u,t,m14itu2,no
5123,0.00361598189920187,ð,i,u,t,m14itu2,no
5122,0.04672171548008919,z,i,u,t,m14itu2,no
5127,0.0007565055857412517,ʒ,i,u,t,m14itu2,no
5113,0.022341160103678703,m,i,u,t,m14itu2,no
5114,0.10109302401542664,n,i,u,t,m14itu2,no
5124,0.01902695558965206,ŋ,i,u,t,m14itu2,no
5116,0.003363226540386677,r,i,u,t,m14itu2,no
5112,0.00863622222095728,l,i,u,t,m14itu2,no
5110,0.0419568195939064,j,i,u,t,m14itu2,no
5121,0.042198456823825836,w,i,u,t,m14itu2,no
6196,0.021553007885813713,p,i,i,t,m16iti2,no
6199,0.08562028408050537,t,i,i,t,m16iti2,no
6200,0.13529841601848602,tʃ,i,i,t,m16iti2,no
6192,0.12408116459846497,k,i,i,t,m16iti2,no
6187,0.014586973004043102,b,i,i,t,m16iti2,no
6188,0.07340769469738007,d,i,i,t,m16iti2,no
6189,0.174331396818161,dʒ,i,i,t,m16iti2,no
6206,0.011864985339343548,ɡ,i,i,t,m16iti2,no
6190,0.010971831157803535,f,i,i,t,m16iti2,no
6209,0.00572624895721674,θ,i,i,t,m16iti2,no
6198,0.04210449755191803,s,i,i,t,m16iti2,no
6207,0.016867628321051598,ʃ,i,i,t,m16iti2,no
6201,0.044368721544742584,v,i,i,t,m16iti2,no
6204,0.009738494642078876,ð,i,i,t,m16iti2,no
6203,0.06255726516246796,z,i,i,t,m16iti2,no
6208,0.0009024239261634648,ʒ,i,i,t,m16iti2,no
6194,0.012527505867183208,m,i,i,t,m16iti2,no
6195,0.0762600377202034,n,i,i,t,m16iti2,no
6205,0.027493609115481377,ŋ,i,i,t,m16iti2,no
6197,0.0007348692161031067,r,i,i,t,m16iti2,no
6193,0.004013767000287771,l,i,i,t,m16iti2,no
6191,0.038120899349451065,j,i,i,t,m16iti2,no
6202,0.006868195254355669,w,i,i,t,m16iti2,no
6219,0.018951252102851868,p,i,u,t,m16itu1,no
6222,0.10496784746646881,t,i,u,t,m16itu1,no
6223,0.033275965601205826,tʃ,i,u,t,m16itu1,no
6215,0.04916603863239288,k,i,u,t,m16itu1,no
6210,0.013460242189466953,b,i,u,t,m16itu1,no
6211,0.32073870301246643,d,i,u,t,m16itu1,no
6212,0.0810650885105133,dʒ,i,u,t,m16itu1,no
6229,0.0038955966010689735,ɡ,i,u,t,m16itu1,no
6213,0.016878139227628708,f,i,u,t,m16itu1,no
6232,0.0036682416684925556,θ,i,u,t,m16itu1,no
6221,0.022508839145302773,s,i,u,t,m16itu1,no
6230,0.03604285046458244,ʃ,i,u,t,m16itu1,no
6224,0.027144834399223328,v,i,u,t,m16itu1,no
6227,0.0029855105094611645,ð,i,u,t,m16itu1,no
6226,0.0632743090391159,z,i,u,t,m16itu1,no
6231,0.0015077716670930386,ʒ,i,u,t,m16itu1,no
6217,0.015402990393340588,m,i,u,t,m16itu1,no
6218,0.10981263965368271,n,i,u,t,m16itu1,no
6228,0.031048327684402466,ŋ,i,u,t,m16itu1,no
6220,0.001460039522498846,r,i,u,t,m16itu1,no
6216,0.0021793523337692022,l,i,u,t,m16itu1,no
6214,0.017517145723104477,j,i,u,t,m16itu1,no
6225,0.02304832451045513,w,i,u,t,m16itu1,no
6955,0.024510027840733528,p,a,a,t,m19ata1,no
6958,0.029656734317541122,t,a,a,t,m19ata1,no
6959,0.00040137083851732314,tʃ,a,a,t,m19ata1,no
6951,0.09115489572286606,k,a,a,t,m19ata1,no
6946,0.012675276026129723,b,a,a,t,m19ata1,no
6947,0.02867114543914795,d,a,a,t,m19ata1,no
6948,0.0025625634007155895,dʒ,a,a,t,m19ata1,no
6965,0.0022089506965130568,ɡ,a,a,t,m19ata1,no
6949,0.030318379402160645,f,a,a,t,m19ata1,no
6968,0.006887212861329317,θ,a,a,t,m19ata1,no
6957,0.164987251162529,s,a,a,t,m19ata1,no
6966,0.0029170596972107887,ʃ,a,a,t,m19ata1,no
6960,0.01052170991897583,v,a,a,t,m19ata1,no
6963,0.005470870062708855,ð,a,a,t,m19ata1,no
6962,0.015278623439371586,z,a,a,t,m19ata1,no
6967,2.7365944333723746e-05,ʒ,a,a,t,m19ata1,no
6953,0.2867344319820404,m,a,a,t,m19ata1,no
6954,0.24541333317756653,n,a,a,t,m19ata1,no
6964,0.026137754321098328,ŋ,a,a,t,m19ata1,no
6956,0.0046261209063231945,r,a,a,t,m19ata1,no
6952,0.004466428887099028,l,a,a,t,m19ata1,no
6950,0.00036506043397821486,j,a,a,t,m19ata1,no
6961,0.004007401410490274,w,a,a,t,m19ata1,no
7277,0.033290036022663116,p,i,a,t,m19ita2,no
7280,0.03856459632515907,t,i,a,t,m19ita2,no
7281,0.029245465993881226,tʃ,i,a,t,m19ita2,no
7273,0.06819625198841095,k,i,a,t,m19ita2,no
7268,0.035267069935798645,b,i,a,t,m19ita2,no
7269,0.30937424302101135,d,i,a,t,m19ita2,no
7270,0.05002523586153984,dʒ,i,a,t,m19ita2,no
7287,0.014133365824818611,ɡ,i,a,t,m19ita2,no
7271,0.02815929614007473,f,i,a,t,m19ita2,no
7290,0.0023391074500977993,θ,i,a,t,m19ita2,no
7279,0.022383004426956177,s,i,a,t,m19ita2,no
7288,0.011287757195532322,ʃ,i,a,t,m19ita2,no
7282,0.05390172451734543,v,i,a,t,m19ita2,no
7285,0.005488683935254812,ð,i,a,t,m19ita2,no
7284,0.0411204993724823,z,i,a,t,m19ita2,no
7289,0.0012961659813299775,ʒ,i,a,t,m19ita2,no
7275,0.017067134380340576,m,i,a,t,m19ita2,no
7276,0.09934207797050476,n,i,a,t,m19ita2,no
7286,0.0205580722540617,ŋ,i,a,t,m19ita2,no
7278,0.02563224732875824,r,i,a,t,m19ita2,no
7274,0.015529884025454521,l,i,a,t,m19ita2,no
7272,0.026579169556498528,j,i,a,t,m19ita2,no
7283,0.051218900829553604,w,i,a,t,m19ita2,no
8312,0.01388001348823309,p,i,u,t,m3itu1,no
8315,0.13641147315502167,t,i,u,t,m3itu1,no
8316,0.1280478984117508,tʃ,i,u,t,m3itu1,no
8308,0.0840781182050705,k,i,u,t,m3itu1,no
8303,0.013151356019079685,b,i,u,t,m3itu1,no
8304,0.20229169726371765,d,i,u,t,m3itu1,no
8305,0.1300164759159088,dʒ,i,u,t,m3itu1,no
8322,0.002269508084282279,ɡ,i,u,t,m3itu1,no
8306,0.01705898903310299,f,i,u,t,m3itu1,no
8325,0.001859860960394144,θ,i,u,t,m3itu1,no
8314,0.011725155636668205,s,i,u,t,m3itu1,no
8323,0.019833143800497055,ʃ,i,u,t,m3itu1,no
8317,0.011412435211241245,v,i,u,t,m3itu1,no
8320,0.0025708607863634825,ð,i,u,t,m3itu1,no
8319,0.049973584711551666,z,i,u,t,m3itu1,no
8324,0.0008664916967973113,ʒ,i,u,t,m3itu1,no
8310,0.006088856607675552,m,i,u,t,m3itu1,no
8311,0.058737073093652725,n,i,u,t,m3itu1,no
8321,0.03480186313390732,ŋ,i,u,t,m3itu1,no
8313,0.000545295188203454,r,i,u,t,m3itu1,no
8309,0.0017739664763212204,l,i,u,t,m3itu1,no
8307,0.045362770557403564,j,i,u,t,m3itu1,no
8318,0.02724318392574787,w,i,u,t,m3itu1,no
8680,0.03160274773836136,p,u,i,t,m3uti2,no
8683,0.10521993786096573,t,u,i,t,m3uti2,no
8684,0.0322112999856472,tʃ,u,i,t,m3uti2,no
8676,0.2096744030714035,k,u,i,t,m3uti2,no
8671,0.035363901406526566,b,u,i,t,m3uti2,no
8672,0.08088253438472748,d,u,i,t,m3uti2,no
8673,0.028757954016327858,dʒ,u,i,t,m3uti2,no
8690,0.042294081300497055,ɡ,u,i,t,m3uti2,no
8674,0.015317652374505997,f,u,i,t,m3uti2,no
8693,0.011509541422128677,θ,u,i,t,m3uti2,no
8682,0.060614243149757385,s,u,i,t,m3uti2,no
8691,0.015246774069964886,ʃ,u,i,t,m3uti2,no
8685,0.028706571087241173,v,u,i,t,m3uti2,no
8688,0.02175692841410637,ð,u,i,t,m3uti2,no
8687,0.031031612306833267,z,u,i,t,m3uti2,no
8692,0.00019940172205679119,ʒ,u,i,t,m3uti2,no
8678,0.03514779731631279,m,u,i,t,m3uti2,no
8679,0.08847527951002121,n,u,i,t,m3uti2,no
8689,0.01808296889066696,ŋ,u,i,t,m3uti2,no
8681,0.032082803547382355,r,u,i,t,m3uti2,no
8677,0.03423845395445824,l,u,i,t,m3uti2,no
8675,0.011521190404891968,j,u,i,t,m3uti2,no
8686,0.03006175346672535,w,u,i,t,m3uti2,no
354,0.05752955749630928,p,i,a,tʃ,f12icha1,no
357,0.06255356967449188,t,i,a,tʃ,f12icha1,no
358,0.05933342128992081,tʃ,i,a,tʃ,f12icha1,no
350,0.20719760656356812,k,i,a,tʃ,f12icha1,no
345,0.02172418311238289,b,i,a,tʃ,f12icha1,no
346,0.1975557953119278,d,i,a,tʃ,f12icha1,no
347,0.04891795665025711,dʒ,i,a,tʃ,f12icha1,no
364,0.015000850893557072,ɡ,i,a,tʃ,f12icha1,no
348,0.01839677058160305,f,i,a,tʃ,f12icha1,no
367,0.003805043874308467,θ,i,a,tʃ,f12icha1,no
356,0.01200661901384592,s,i,a,tʃ,f12icha1,no
365,0.005884945392608643,ʃ,i,a,tʃ,f12icha1,no
359,0.039201769977808,v,i,a,tʃ,f12icha1,no
362,0.003283287165686488,ð,i,a,tʃ,f12icha1,no
361,0.029895683750510216,z,i,a,tʃ,f12icha1,no
366,0.0005558878183364868,ʒ,i,a,tʃ,f12icha1,no
352,0.01585141010582447,m,i,a,tʃ,f12icha1,no
353,0.05731320381164551,n,i,a,tʃ,f12icha1,no
363,0.06159413978457451,ŋ,i,a,tʃ,f12icha1,no
355,0.004743042401969433,r,i,a,tʃ,f12icha1,no
351,0.003227225271984935,l,i,a,tʃ,f12icha1,no
349,0.023831132799386978,j,i,a,tʃ,f12icha1,no
360,0.05059695616364479,w,i,a,tʃ,f12icha1,no
791,0.05077706649899483,p,u,a,tʃ,f12ucha2,no
794,0.03947624936699867,t,u,a,tʃ,f12ucha2,no
795,0.047439537942409515,tʃ,u,a,tʃ,f12ucha2,no
787,0.10711608827114105,k,u,a,tʃ,f12ucha2,no
782,0.05047148838639259,b,u,a,tʃ,f12ucha2,no
783,0.2324853539466858,d,u,a,tʃ,f12ucha2,no
784,0.0642789751291275,dʒ,u,a,tʃ,f12ucha2,no
801,0.02177317999303341,ɡ,u,a,tʃ,f12ucha2,no
785,0.027546539902687073,f,u,a,tʃ,f12ucha2,no
804,0.004700866527855396,θ,u,a,tʃ,f12ucha2,no
793,0.025339214131236076,s,u,a,tʃ,f12ucha2,no
802,0.005378294736146927,ʃ,u,a,tʃ,f12ucha2,no
796,0.04991859197616577,v,u,a,tʃ,f12ucha2,no
799,0.003901934949681163,ð,u,a,tʃ,f12ucha2,no
798,0.03568875044584274,z,u,a,tʃ,f12ucha2,no
803,0.00018215372983831912,ʒ,u,a,tʃ,f12ucha2,no
789,0.031582362949848175,m,u,a,tʃ,f12ucha2,no
790,0.0740756094455719,n,u,a,tʃ,f12ucha2,no
800,0.009822691790759563,ŋ,u,a,tʃ,f12ucha2,no
792,0.04781798645853996,r,u,a,tʃ,f12ucha2,no
788,0.02256110869348049,l,u,a,tʃ,f12ucha2,no
786,0.010176083073019981,j,u,a,tʃ,f12ucha2,no
797,0.03748980164527893,w,u,a,tʃ,f12ucha2,no
1113,0.007886439561843872,p,a,a,tʃ,f1acha1,no
1116,0.10602787882089615,t,a,a,tʃ,f1acha1,no
1117,0.017805179581046104,tʃ,a,a,tʃ,f1acha1,no
1109,0.1458054780960083,k,a,a,tʃ,f1acha1,no
1104,0.007693136110901833,b,a,a,tʃ,f1acha1,no
1105,0.08769530802965164,d,a,a,tʃ,f1acha1,no
1106,0.05405691638588905,dʒ,a,a,tʃ,f1acha1,no
1123,0.009606324136257172,ɡ,a,a,tʃ,f1acha1,no
1107,0.014404155313968658,f,a,a,tʃ,f1acha1,no
1126,0.0036043510772287846,θ,a,a,tʃ,f1acha1,no
1115,0.09727830439805984,s,a,a,tʃ,f1acha1,no
1124,0.02376086264848709,ʃ,a,a,tʃ,f1acha1,no
1118,0.005965207237750292,v,a,a,tʃ,f1acha1,no
1121,0.007348489016294479,ð,a,a,tʃ,f1acha1,no
1120,0.01074290182441473,z,a,a,tʃ,f1acha1,no
1125,0.0001352231774944812,ʒ,a,a,tʃ,f1acha1,no
1111,0.0639178529381752,m,a,a,tʃ,f1acha1,no
1112,0.26812073588371277,n,a,a,tʃ,f1acha1,no
1122,0.05311039462685585,ŋ,a,a,tʃ,f1acha1,no
1114,0.0028801553416997194,r,a,a,tʃ,f1acha1,no
1110,0.0017370908753946424,l,a,a,tʃ,f1acha1,no
1108,0.00926697626709938,j,a,a,tʃ,f1acha1,no
1119,0.0011507439194247127,w,a,a,tʃ,f1acha1,no
1504,0.010353980585932732,p,i,i,tʃ,f1ichi2,no
1507,0.08257963508367538,t,i,i,tʃ,f1ichi2,no
1508,0.2706797420978546,tʃ,i,i,tʃ,f1ichi2,no
1500,0.06734281778335571,k,i,i,tʃ,f1ichi2,no
1495,0.010845713317394257,b,i,i,tʃ,f1ichi2,no
1496,0.041199877858161926,d,i,i,tʃ,f1ichi2,no
1497,0.12379667162895203,dʒ,i,i,tʃ,f1ichi2,no
1514,0.0027888768818229437,ɡ,i,i,tʃ,f1ichi2,no
1498,0.00936316791921854,f,i,i,tʃ,f1ichi2,no
1517,0.005002838093787432,θ,i,i,tʃ,f1ichi2,no
1506,0.0974012017250061,s,i,i,tʃ,f1ichi2,no
1515,0.04120532423257828,ʃ,i,i,tʃ,f1ichi2,no
1509,0.03153304010629654,v,i,i,tʃ,f1ichi2,no
1512,0.0026877494528889656,ð,i,i,tʃ,f1ichi2,no
1511,0.07736439257860184,z,i,i,tʃ,f1ichi2,no
1516,0.0006580915069207549,ʒ,i,i,tʃ,f1ichi2,no
1502,0.0067892782390117645,m,i,i,tʃ,f1ichi2,no
1503,0.051275670528411865,n,i,i,tʃ,f1ichi2,no
1513,0.023981599137187004,ŋ,i,i,tʃ,f1ichi2,no
1505,0.0006447821506299078,r,i,i,tʃ,f1ichi2,no
1501,0.0015422505093738437,l,i,i,tʃ,f1ichi2,no
1499,0.026937346905469894,j,i,i,tʃ,f1ichi2,no
1510,0.014025942422449589,w,i,i,tʃ,f1ichi2,no
2585,0.0308770090341568,p,i,u,tʃ,f21ichu1,no
2588,0.07553211599588394,t,i,u,tʃ,f21ichu1,no
2589,0.17064203321933746,tʃ,i,u,tʃ,f21ichu1,no
2581,0.10583826899528503,k,i,u,tʃ,f21ichu1,no
2576,0.017146823927760124,b,i,u,tʃ,f21ichu1,no
2577,0.09924013167619705,d,i,u,tʃ,f21ichu1,no
2578,0.14918795228004456,dʒ,i,u,tʃ,f21ichu1,no
2595,0.0036000751424580812,ɡ,i,u,tʃ,f21ichu1,no
2579,0.0174364373087883,f,i,u,tʃ,f21ichu1,no
2598,0.0023068618029356003,θ,i,u,tʃ,f21ichu1,no
2587,0.01356416754424572,s,i,u,tʃ,f21ichu1,no
2596,0.020270127803087234,ʃ,i,u,tʃ,f21ichu1,no
2590,0.025186795741319656,v,i,u,tʃ,f21ichu1,no
2593,0.002841855166479945,ð,i,u,tʃ,f21ichu1,no
2592,0.02305782400071621,z,i,u,tʃ,f21ichu1,no
2597,0.0003239938523620367,ʒ,i,u,tʃ,f21ichu1,no
2583,0.012135058641433716,m,i,u,tʃ,f21ichu1,no
2584,0.08616966009140015,n,i,u,tʃ,f21ichu1,no
2594,0.020927071571350098,ŋ,i,u,tʃ,f21ichu1,no
2586,0.0020995885133743286,r,i,u,tʃ,f21ichu1,no
2582,0.003298768075183034,l,i,u,tʃ,f21ichu1,no
2580,0.0887482687830925,j,i,u,tʃ,f21ichu1,no
2591,0.029569176957011223,w,i,u,tʃ,f21ichu1,no
2930,0.01281045377254486,p,u,i,tʃ,f21uchi2,no
2933,0.12273181229829788,t,u,i,tʃ,f21uchi2,no
2934,0.1660727858543396,tʃ,u,i,tʃ,f21uchi2,no
2926,0.170622318983078,k,u,i,tʃ,f21uchi2,no
2921,0.005228570196777582,b,u,i,tʃ,f21uchi2,no
2922,0.018077336251735687,d,u,i,tʃ,f21uchi2,no
2923,0.059809405356645584,dʒ,u,i,tʃ,f21uchi2,no
2940,0.002136997412890196,ɡ,u,i,tʃ,f21uchi2,no
2924,0.022967049852013588,f,u,i,tʃ,f21uchi2,no
2943,0.012308993376791477,θ,u,i,tʃ,f21uchi2,no
2932,0.11239298433065414,s,u,i,tʃ,f21uchi2,no
2941,0.10583621263504028,ʃ,u,i,tʃ,f21uchi2,no
2935,0.01062100101262331,v,u,i,tʃ,f21uchi2,no
2938,0.003686928888782859,ð,u,i,tʃ,f21uchi2,no
2937,0.03130107372999191,z,u,i,tʃ,f21uchi2,no
2942,9.689309808891267e-05,ʒ,u,i,tʃ,f21uchi2,no
2928,0.021409431472420692,m,u,i,tʃ,f21uchi2,no
2929,0.05504336580634117,n,u,i,tʃ,f21uchi2,no
2939,0.026721764355897903,ŋ,u,i,tʃ,f21uchi2,no
2931,0.006801387295126915,r,u,i,tʃ,f21uchi2,no
2927,0.0032136375084519386,l,u,i,tʃ,f21uchi2,no
2925,0.025874469429254532,j,u,i,tʃ,f21uchi2,no
2936,0.004235066007822752,w,u,i,tʃ,f21uchi2,no
3321,0.020141461864113808,p,a,a,tʃ,f7acha2,no
3324,0.08304432034492493,t,a,a,tʃ,f7acha2,no
3325,0.010332743637263775,tʃ,a,a,tʃ,f7acha2,no
3317,0.14279337227344513,k,a,a,tʃ,f7acha2,no
3312,0.015534097328782082,b,a,a,tʃ,f7acha2,no
3313,0.08830058574676514,d,a,a,tʃ,f7acha2,no
3314,0.014839875511825085,dʒ,a,a,tʃ,f7acha2,no
3331,0.002870769239962101,ɡ,a,a,tʃ,f7acha2,no
3315,0.01749774068593979,f,a,a,tʃ,f7acha2,no
3334,0.006668944843113422,θ,a,a,tʃ,f7acha2,no
3323,0.07598655670881271,s,a,a,tʃ,f7acha2,no
3332,0.0035276564303785563,ʃ,a,a,tʃ,f7acha2,no
3326,0.01578368991613388,v,a,a,tʃ,f7acha2,no
3329,0.007445615250617266,ð,a,a,tʃ,f7acha2,no
3328,0.006363688036799431,z,a,a,tʃ,f7acha2,no
3333,2.3941138351801783e-05,ʒ,a,a,tʃ,f7acha2,no
3319,0.14292652904987335,m,a,a,tʃ,f7acha2,no
3320,0.2870592772960663,n,a,a,tʃ,f7acha2,no
3330,0.01976161263883114,ŋ,a,a,tʃ,f7acha2,no
3322,0.022240404039621353,r,a,a,tʃ,f7acha2,no
3318,0.007671945728361607,l,a,a,tʃ,f7acha2,no
3316,0.006157988682389259,j,a,a,tʃ,f7acha2,no
3327,0.003027100581675768,w,a,a,tʃ,f7acha2,no
3965,0.013821803964674473,p,u,u,tʃ,f7uchu1,no
3968,0.09207535535097122,t,u,u,tʃ,f7uchu1,no
3969,0.018993565812706947,tʃ,u,u,tʃ,f7uchu1,no
3961,0.05562736466526985,k,u,u,tʃ,f7uchu1,no
3956,0.017536228522658348,b,u,u,tʃ,f7uchu1,no
3957,0.13104240596294403,d,u,u,tʃ,f7uchu1,no
3958,0.07917128503322601,dʒ,u,u,tʃ,f7uchu1,no
3975,0.005076308734714985,ɡ,u,u,tʃ,f7uchu1,no
3959,0.0164690800011158,f,u,u,tʃ,f7uchu1,no
3978,0.010864906944334507,θ,u,u,tʃ,f7uchu1,no
3967,0.08833421766757965,s,u,u,tʃ,f7uchu1,no
3976,0.03600066527724266,ʃ,u,u,tʃ,f7uchu1,no
3970,0.056322865188121796,v,u,u,tʃ,f7uchu1,no
3973,0.01639830879867077,ð,u,u,tʃ,f7uchu1,no
3972,0.12715332210063934,z,u,u,tʃ,f7uchu1,no
3977,0.000382484431611374,ʒ,u,u,tʃ,f7uchu1,no
3963,0.033068105578422546,m,u,u,tʃ,f7uchu1,no
3964,0.13294897973537445,n,u,u,tʃ,f7uchu1,no
3974,0.01747688092291355,ŋ,u,u,tʃ,f7uchu1,no
3966,0.008676049299538136,r,u,u,tʃ,f7uchu1,no
3962,0.010890848934650421,l,u,u,tʃ,f7uchu1,no
3960,0.015933798626065254,j,u,u,tʃ,f7uchu1,no
3971,0.015735113993287086,w,u,u,tʃ,f7uchu1,no
4747,0.022086912766098976,p,i,a,tʃ,m14icha2,no
4750,0.08574467152357101,t,i,a,tʃ,m14icha2,no
4751,0.02490070089697838,tʃ,i,a,tʃ,m14icha2,no
4743,0.07190832495689392,k,i,a,tʃ,m14icha2,no
4738,0.04155232757329941,b,i,a,tʃ,m14icha2,no
4739,0.22002781927585602,d,i,a,tʃ,m14icha2,no
4740,0.05247443914413452,dʒ,i,a,tʃ,m14icha2,no
4757,0.008735952898859978,ɡ,i,a,tʃ,m14icha2,no
4741,0.030073978006839752,f,i,a,tʃ,m14icha2,no
4760,0.003098102053627372,θ,i,a,tʃ,m14icha2,no
4749,0.0382743701338768,s,i,a,tʃ,m14icha2,no
4758,0.03503464162349701,ʃ,i,a,tʃ,m14icha2,no
4752,0.06394816190004349,v,i,a,tʃ,m14icha2,no
4755,0.0037817966658622026,ð,i,a,tʃ,m14icha2,no
4754,0.06809476763010025,z,i,a,tʃ,m14icha2,no
4759,0.0047144959680736065,ʒ,i,a,tʃ,m14icha2,no
4745,0.02115294709801674,m,i,a,tʃ,m14icha2,no
